QCBATCH,EXSAMPID,SAMPDATE,SAMPTIME,SITEID,STUDYID,STATIONID,SAMPLEID,LABREP,UDEPTH,LDEPTH,CHEMNAME,CONC,QUALCODE,UNITS,DVLEVEL,DL,RL,MEASBASIS,METHOD,LABNAME,LATITUDE,LONGITUDE,CHEMCODE
2010132,B01B-A0508-WA01,20100508,17:50,0600,B1,B01,W002,1L,1.30,1.30,Petroleum hydrocarbons,2.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.55051667,-88.84200333,PET_HC
2010132,B01B-A0508-WA02,20100508,17:50,0600,B1,B01,W002D,1L,1.30,1.30,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.55051667,-88.84200333,PET_HC
2010132,B01D-A0508-WA01,20100508,17:33,0600,B1,B01,W004,1L,553.80,553.80,Petroleum hydrocarbons,2.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.55051667,-88.84200333,PET_HC
2010132,B01D-A0508-WA02,20100508,17:33,0600,B1,B01,W004D,1L,553.80,553.80,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.55051667,-88.84200333,PET_HC
2010132,B02B-WA01,20100509,08:13,0600,B1,B02,W002,1L,1.10,1.10,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.75083167,-88.37082000,PET_HC
2010132,B02B-WA02,20100509,08:13,0600,B1,B02,W002D,1L,1.10,1.10,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.75083167,-88.37082000,PET_HC
2010132,B02C-WA01,20100509,08:04,0600,B1,B02,W003,1L,272.40,272.40,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.75083167,-88.37082000,PET_HC
2010132,B02C-WA02,20100509,00:04,0600,B1,B02,W003D,1L,272.40,272.40,Petroleum hydrocarbons,1.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.75083167,-88.37082000,PET_HC
2010132,B02D-WA01,20100509,07:54,0600,B1,B02,W004,1L,555.10,555.10,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.75083167,-88.37082000,PET_HC
2010132,B02D-WA02,20100509,07:54,0600,B1,B02,W004D,1L,555.10,555.10,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.75083167,-88.37082000,PET_HC
2010132,B03B-WA01,20100509,10:00,0600,B1,B03,W002,1L,0.30,0.30,Petroleum hydrocarbons,2.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73918833,-88.36201500,PET_HC
2010132,B03B-WA02,20100509,10:00,0600,B1,B03,W002D,1L,0.30,0.30,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73918833,-88.36201500,PET_HC
2010132,B03C-WA01,20100509,09:52,0600,B1,B03,W003,1L,272.70,272.70,Petroleum hydrocarbons,1.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73918833,-88.36201500,PET_HC
2010132,B03C-WA02,20100509,09:52,0600,B1,B03,W003D,1L,272.70,272.70,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73918833,-88.36201500,PET_HC
2010132,B03D-WA01,20100509,09:42,0600,B1,B03,W004,1L,555.90,555.90,Petroleum hydrocarbons,12.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73918833,-88.36201500,PET_HC
2010132,B03D-WA02,20100509,09:42,0600,B1,B03,W004D,1L,555.90,555.90,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73918833,-88.36201500,PET_HC
2010132,B04A-WA01,20100509,10:37,0600,B1,B04,W001,1L,0.00,0.00,Petroleum hydrocarbons,2541.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73432833,-88.35855333,PET_HC
2010132,B04B-WA01,20100509,11:12,0600,B1,B04,W002,1L,1.70,1.70,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73432833,-88.35855333,PET_HC
2010132,B04B-WA02,20100509,11:12,0600,B1,B04,W002D,1L,1.70,1.70,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73432833,-88.35855333,PET_HC
2010132,B04B-WA03,20100509,11:12,0600,B1,B04,W002D2,1L,1.70,1.70,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73432833,-88.35855333,PET_HC
2010132,B04C-WA01,20100509,11:04,0600,B1,B04,W003,1L,272.60,272.60,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73432833,-88.35855333,PET_HC
2010132,B04C-WA02,20100509,11:04,0600,B1,B04,W003D,1L,272.60,272.60,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73432833,-88.35855333,PET_HC
2010132,B04D-WA01,20100509,10:55,0600,B1,B04,W004,1L,555.40,555.40,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73432833,-88.35855333,PET_HC
