QCBATCH,EXSAMPID,SAMPDATE,SAMPTIME,SITEID,STUDYID,STATIONID,SAMPLEID,LABREP,UDEPTH,LDEPTH,CHEMNAME,CONC,QUALCODE,UNITS,DVLEVEL,DL,RL,MEASBASIS,METHOD,LABNAME,LATITUDE,LONGITUDE,CHEMCODE
2010147,420104-01,20100523,14:49,0600,B4,B42,W001,1L,1243.10,1243.10,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73201167,-88.37677333,PET_HC
2010147,420101-01,20100523,14:49,0600,B4,B42,W002,1L,1540.50,1540.50,Petroleum hydrocarbons,1.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73201167,-88.37677333,PET_HC
2010147,420111-01,20100523,14:49,0600,B4,B42,W003,1L,2.30,2.30,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73201167,-88.37677333,PET_HC
2010147,420110-01,20100523,14:49,0600,B4,B42,W004,1L,50.70,50.70,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73201167,-88.37677333,PET_HC
2010147,420109-01,20100523,14:49,0600,B4,B42,W005,1L,100.10,100.10,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73201167,-88.37677333,PET_HC
2010147,420108-01,20100523,14:49,0600,B4,B42,W006,1L,498.90,498.90,Petroleum hydrocarbons,1.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73201167,-88.37677333,PET_HC
2010147,420107-01,20100523,14:49,0600,B4,B42,W007,1L,999.20,999.20,Petroleum hydrocarbons,1.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73201167,-88.37677333,PET_HC
2010147,420105-01,20100523,14:49,0600,B4,B42,W008,1L,1197.60,1197.60,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73201167,-88.37677333,PET_HC
2010147,420103-01,20100523,14:49,0600,B4,B42,W009,1L,1295.40,1295.40,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73201167,-88.37677333,PET_HC
2010147,420102-01,20100523,14:49,0600,B4,B42,W010,1L,1398.10,1398.10,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73201167,-88.37677333,PET_HC
