QCBATCH,EXSAMPID,SAMPDATE,SAMPTIME,SITEID,STUDYID,STATIONID,SAMPLEID,LABREP,UDEPTH,LDEPTH,CHEMNAME,CONC,QUALCODE,UNITS,DVLEVEL,DL,RL,MEASBASIS,METHOD,LABNAME,LATITUDE,LONGITUDE,CHEMCODE
2010147,420106-01,20100523,14:49,0600,B4,B42,W011,1L,1050.20,1050.20,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73201167,-88.37677333,PET_HC
2010147,430107-01,20100523,18:22,0600,B4,B43,W001,1L,929.10,929.10,Petroleum hydrocarbons,1.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73835333,-88.38691000,PET_HC
2010147,430108-01,20100523,18:22,0600,B4,B43,W002,1L,499.00,499.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73835333,-88.38691000,PET_HC
2010147,430111-01,20100523,18:22,0600,B4,B43,W003,1L,2.00,2.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73835333,-88.38691000,PET_HC
2010147,430110-01,20100523,18:22,0600,B4,B43,W004,1L,50.10,50.10,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73835333,-88.38691000,PET_HC
2010147,430101-01,20100523,18:22,0600,B4,B43,W005,1L,1487.90,1487.90,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73835333,-88.38691000,PET_HC
2010147,430105-01,20100523,18:22,0600,B4,B43,W006,1L,1159.20,1159.20,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73835333,-88.38691000,PET_HC
2010147,430102-01,20100523,18:22,0600,B4,B43,W007,1L,1398.80,1398.80,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73835333,-88.38691000,PET_HC
2010147,430104-01,20100523,18:22,0600,B4,B43,W008,1L,1218.90,1218.90,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73835333,-88.38691000,PET_HC
2010147,430103-01,20100523,18:22,0600,B4,B43,W009,1L,1295.40,1295.40,Petroleum hydrocarbons,1.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73835333,-88.38691000,PET_HC
2010147,430106-01,20100523,18:22,0600,B4,B43,W010,1L,1099.00,1099.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73835333,-88.38691000,PET_HC
2010147,430109-01,20100523,18:22,0600,B4,B43,W011,1L,100.70,100.70,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73835333,-88.38691000,PET_HC
2010147,440105-01,20100523,20:57,0600,B4,B44,W001,1L,1057.50,1057.50,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73512667,-88.38188167,PET_HC
2010147,440111-01,20100523,20:57,0600,B4,B44,W002,1L,1.70,1.70,Petroleum hydrocarbons,1.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73512667,-88.38188167,PET_HC
2010147,440110-01,20100523,20:57,0600,B4,B44,W003,1L,50.40,50.40,Petroleum hydrocarbons,1.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73512667,-88.38188167,PET_HC
2010147,440109-01,20100523,20:57,0600,B4,B44,W004,1L,100.20,100.20,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73512667,-88.38188167,PET_HC
2010147,440108-01,20100523,20:57,0600,B4,B44,W005,1L,499.40,499.40,Petroleum hydrocarbons,1.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73512667,-88.38188167,PET_HC
2010147,440106-01,20100523,20:57,0600,B4,B44,W006,1L,955.30,955.30,Petroleum hydrocarbons,1.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73512667,-88.38188167,PET_HC
2010147,440104-01,20100523,20:57,0600,B4,B44,W007,1L,1153.70,1153.70,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73512667,-88.38188167,PET_HC
2010147,440103-01,20100523,20:57,0600,B4,B44,W008,1L,1198.30,1198.30,Petroleum hydrocarbons,1.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73512667,-88.38188167,PET_HC
2010147,440102-01,20100523,20:57,0600,B4,B44,W009,1L,1398.60,1398.60,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73512667,-88.38188167,PET_HC
2010147,440101-01,20100523,20:57,0600,B4,B44,W010,1L,1510.00,1510.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73512667,-88.38188167,PET_HC
2010147,440107-01,20100523,20:57,0600,B4,B44,W011,1L,854.00,854.00,Petroleum hydrocarbons,1.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73512667,-88.38188167,PET_HC
2010147,450107-01,20100524,12:03,0600,B4,B45,W001,1L,1099.20,1099.20,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73811167,-88.40762167,PET_HC
2010147,450109-01,20100524,12:03,0600,B4,B45,W002,1L,499.60,499.60,Petroleum hydrocarbons,1.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73811167,-88.40762167,PET_HC
2010147,450110-01,20100524,12:03,0600,B4,B45,W003,1L,50.30,50.30,Petroleum hydrocarbons,1.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73811167,-88.40762167,PET_HC
2010147,450108-01,20100524,12:03,0600,B4,B45,W004,1L,899.30,899.30,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73811167,-88.40762167,PET_HC
2010147,450105-01,20100524,12:03,0600,B4,B45,W005,1L,1198.50,1198.50,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73811167,-88.40762167,PET_HC
2010147,450104-01,20100524,12:03,0600,B4,B45,W006,1L,1198.70,1198.70,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73811167,-88.40762167,PET_HC
2010147,450103-01,20100524,12:03,0600,B4,B45,W007,1L,1233.70,1233.70,Petroleum hydrocarbons,1.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73811167,-88.40762167,PET_HC
2010147,450102-01,20100524,12:03,0600,B4,B45,W008,1L,1398.20,1398.20,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73811167,-88.40762167,PET_HC
2010147,450101-01,20100524,12:03,0600,B4,B45,W009,1L,1486.80,1486.80,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73811167,-88.40762167,PET_HC
2010147,450111-01,20100524,12:03,0600,B4,B45,W010,1L,2.10,2.10,Petroleum hydrocarbons,1.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73811167,-88.40762167,PET_HC
2010147,450106-01,20100524,12:03,0600,B4,B45,W011,1L,1146.20,1146.20,Petroleum hydrocarbons,1.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73811167,-88.40762167,PET_HC
2010147,460109-01,20100524,14:32,0600,B4,B46,W001,1L,100.20,100.20,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72828833,-88.40098167,PET_HC
2010147,460111-01,20100524,14:32,0600,B4,B46,W002,1L,2.40,2.40,Petroleum hydrocarbons,1.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72828833,-88.40098167,PET_HC
2010147,460108-01,20100524,14:32,0600,B4,B46,W003,1L,499.90,499.90,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72828833,-88.40098167,PET_HC
2010147,460107-01,20100524,14:32,0600,B4,B46,W004,1L,899.10,899.10,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72828833,-88.40098167,PET_HC
2010147,460105-01,20100524,14:32,0600,B4,B46,W005,1L,1099.10,1099.10,Petroleum hydrocarbons,1.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72828833,-88.40098167,PET_HC
2010147,460104-01,20100524,14:32,0600,B4,B46,W006,1L,1148.80,1148.80,Petroleum hydrocarbons,1.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72828833,-88.40098167,PET_HC
2010147,460103-01,20100524,14:32,0600,B4,B46,W007,1L,1226.70,1226.70,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72828833,-88.40098167,PET_HC
2010147,460102-01,20100524,14:32,0600,B4,B46,W008,1L,1398.30,1398.30,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72828833,-88.40098167,PET_HC
2010147,460101-01,20100524,14:32,0600,B4,B46,W009,1L,1534.20,1534.20,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72828833,-88.40098167,PET_HC
2010147,460106-01,20100524,14:32,0600,B4,B46,W010,1L,1049.40,1049.40,Petroleum hydrocarbons,1.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72828833,-88.40098167,PET_HC
2010147,460110-01,20100524,14:32,0600,B4,B46,W011,1L,50.00,50.00,Petroleum hydrocarbons,1.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72828833,-88.40098167,PET_HC
2010147,470110-01,20100524,17:11,0600,B4,B47,W001,1L,50.00,50.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.71911667,-88.39107833,PET_HC
2010147,470101-01,20100524,17:11,0600,B4,B47,W002,1L,1564.20,1564.20,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.71911667,-88.39107833,PET_HC
2010147,470102-01,20100524,17:11,0600,B4,B47,W003,1L,1398.60,1398.60,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.71911667,-88.39107833,PET_HC
2010147,470103-01,20100524,17:11,0600,B4,B47,W004,1L,1298.90,1298.90,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.71911667,-88.39107833,PET_HC
2010147,470104-01,20100524,17:11,0600,B4,B47,W005,1L,1198.50,1198.50,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.71911667,-88.39107833,PET_HC
2010147,470105-01,20100524,17:11,0600,B4,B47,W006,1L,1098.60,1098.60,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.71911667,-88.39107833,PET_HC
2010147,470106-01,20100524,17:11,0600,B4,B47,W007,1L,999.20,999.20,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.71911667,-88.39107833,PET_HC
2010147,470107-01,20100524,17:11,0600,B4,B47,W008,1L,810.70,810.70,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.71911667,-88.39107833,PET_HC
2010147,470109-01,20100524,17:11,0600,B4,B47,W009,1L,100.30,100.30,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.71911667,-88.39107833,PET_HC
2010147,470111-01,20100524,17:11,0600,B4,B47,W010,1L,2.10,2.10,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.71911667,-88.39107833,PET_HC
2010147,470108-01,20100524,17:11,0600,B4,B47,W011,1L,199.90,199.90,Petroleum hydrocarbons,1.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.71911667,-88.39107833,PET_HC
2010147,480103-01,20100524,19:51,0600,B4,B48,W001,1L,1282.60,1282.60,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73505833,-88.42920000,PET_HC
2010147,480104-01,20100524,19:51,0600,B4,B48,W002,1L,1242.10,1242.10,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73505833,-88.42920000,PET_HC
2010147,480105-01,20100524,19:51,0600,B4,B48,W003,1L,1191.30,1191.30,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73505833,-88.42920000,PET_HC
2010147,480106-01,20100524,19:51,0600,B4,B48,W004,1L,1141.80,1141.80,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73505833,-88.42920000,PET_HC
2010147,480107-01,20100524,19:51,0600,B4,B48,W005,1L,1099.00,1099.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73505833,-88.42920000,PET_HC
2010147,480108-01,20100524,19:51,0600,B4,B48,W006,1L,499.40,499.40,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73505833,-88.42920000,PET_HC
2010147,480109-01,20100524,19:51,0600,B4,B48,W007,1L,100.40,100.40,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73505833,-88.42920000,PET_HC
2010147,480110-01,20100524,19:51,0600,B4,B48,W008,1L,50.40,50.40,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73505833,-88.42920000,PET_HC
2010147,480111-01,20100524,19:51,0600,B4,B48,W009,1L,2.30,2.30,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73505833,-88.42920000,PET_HC
2010147,480102-01,20100524,19:51,0600,B4,B48,W010,1L,1398.90,1398.90,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73505833,-88.42920000,PET_HC
2010147,480101-01,20100524,19:51,0600,B4,B48,W011,1L,1494.50,1494.50,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73505833,-88.42920000,PET_HC
2010147,490109-01,20100525,11:32,0600,B4,B49,W001,1L,399.70,399.70,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72139000,-88.42007667,PET_HC
2010147,490110-01,20100525,11:32,0600,B4,B49,W002,1L,50.20,50.20,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72139000,-88.42007667,PET_HC
2010147,490108-01,20100525,11:32,0600,B4,B49,W003,1L,549.70,549.70,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72139000,-88.42007667,PET_HC
2010147,490107-01,20100525,11:32,0600,B4,B49,W004,1L,699.40,699.40,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72139000,-88.42007667,PET_HC
2010147,490105-01,20100525,11:32,0600,B4,B49,W005,1L,1049.90,1049.90,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72139000,-88.42007667,PET_HC
2010147,490104-01,20100525,11:32,0600,B4,B49,W006,1L,1131.60,1131.60,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72139000,-88.42007667,PET_HC
2010147,490101-01,20100525,11:32,0600,B4,B49,W007,1L,1527.90,1527.90,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72139000,-88.42007667,PET_HC
2010147,490103-01,20100525,11:32,0600,B4,B49,W008,1L,1209.70,1209.70,Petroleum hydrocarbons,1.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72139000,-88.42007667,PET_HC
2010147,490102-01,20100525,11:32,0600,B4,B49,W009,1L,1398.60,1398.60,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72139000,-88.42007667,PET_HC
2010147,490106-01,20100525,11:32,0600,B4,B49,W010,1L,966.50,966.50,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72139000,-88.42007667,PET_HC
2010147,490111-01,20100525,11:32,0600,B4,B49,W011,1L,2.00,2.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.72139000,-88.42007667,PET_HC
2010147,500105-01,20100525,14:01,0600,B4,B50,W001,1L,1139.70,1139.70,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.71782167,-88.42958667,PET_HC
2010147,500111-01,20100525,14:01,0600,B4,B50,W002,1L,2.60,2.60,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.71782167,-88.42958667,PET_HC
2010147,500110-01,20100525,14:01,0600,B4,B50,W003,1L,50.40,50.40,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.71782167,-88.42958667,PET_HC
2010147,500109-01,20100525,14:01,0600,B4,B50,W004,1L,299.70,299.70,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.71782167,-88.42958667,PET_HC
2010147,500108-01,20100525,14:01,0600,B4,B50,W005,1L,967.30,967.30,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.71782167,-88.42958667,PET_HC
2010147,500106-01,20100525,14:01,0600,B4,B50,W006,1L,1099.20,1099.20,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.71782167,-88.42958667,PET_HC
2010147,500104-01,20100525,14:01,0600,B4,B50,W007,1L,1196.90,1196.90,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.71782167,-88.42958667,PET_HC
2010147,500103-01,20100525,14:01,0600,B4,B50,W008,1L,1319.80,1319.80,Petroleum hydrocarbons,2.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.71782167,-88.42958667,PET_HC
2010147,500102-01,20100525,14:01,0600,B4,B50,W009,1L,1398.90,1398.90,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.71782167,-88.42958667,PET_HC
2010147,500101-01,20100525,14:01,0600,B4,B50,W010,1L,1512.00,1512.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.71782167,-88.42958667,PET_HC
2010147,500107-01,20100525,14:01,0600,B4,B50,W011,1L,1062.50,1062.50,Petroleum hydrocarbons,1.00000000,,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.71782167,-88.42958667,PET_HC
2010147,510111-01,20100525,16:41,0600,B4,B51,W001,1L,2.00,2.00,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73765833,-88.43988667,PET_HC
2010147,510110-01,20100525,16:41,0600,B4,B51,W002,1L,50.90,50.90,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73765833,-88.43988667,PET_HC
2010147,510109-01,20100525,16:41,0600,B4,B51,W003,1L,499.70,499.70,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73765833,-88.43988667,PET_HC
2010147,510108-01,20100525,16:41,0600,B4,B51,W004,1L,921.40,921.40,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73765833,-88.43988667,PET_HC
2010147,510105-01,20100525,16:41,0600,B4,B51,W005,1L,1182.30,1182.30,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73765833,-88.43988667,PET_HC
2010147,510104-01,20100525,16:41,0600,B4,B51,W006,1L,1218.20,1218.20,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73765833,-88.43988667,PET_HC
2010147,510103-01,20100525,16:41,0600,B4,B51,W007,1L,1298.70,1298.70,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73765833,-88.43988667,PET_HC
2010147,510102-01,20100525,16:41,0600,B4,B51,W008,1L,1398.70,1398.70,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73765833,-88.43988667,PET_HC
2010147,510101-01,20100525,16:41,0600,B4,B51,W009,1L,1472.90,1472.90,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73765833,-88.43988667,PET_HC
2010147,510106-01,20100525,16:41,0600,B4,B51,W010,1L,1163.40,1163.40,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73765833,-88.43988667,PET_HC
2010147,510107-01,20100525,16:41,0600,B4,B51,W011,1L,999.90,999.90,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73765833,-88.43988667,PET_HC
2010147,520104-01,20100525,19:22,0600,B4,B52,W001,1L,1252.80,1252.80,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73200667,-88.37678667,PET_HC
2010147,520111-01,20100525,19:22,0600,B4,B52,W002,1L,2.60,2.60,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73200667,-88.37678667,PET_HC
2010147,520110-01,20100525,19:22,0600,B4,B52,W003,1L,49.80,49.80,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73200667,-88.37678667,PET_HC
2010147,520109-01,20100525,19:22,0600,B4,B52,W004,1L,100.10,100.10,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73200667,-88.37678667,PET_HC
2010147,520108-01,20100525,19:22,0600,B4,B52,W005,1L,200.30,200.30,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73200667,-88.37678667,PET_HC
2010147,520107-01,20100525,19:22,0600,B4,B52,W006,1L,500.10,500.10,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73200667,-88.37678667,PET_HC
2010147,520105-01,20100525,19:22,0600,B4,B52,W007,1L,1199.30,1199.30,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73200667,-88.37678667,PET_HC
2010147,520103-01,20100525,19:22,0600,B4,B52,W008,1L,1324.10,1324.10,Petroleum hydrocarbons,1.00000000,U,mg/L,UNVAL,1.00000000,3.00000000,TO,EXDET,LSU,28.73200667,-88.37678667,PET_HC
